stationId,usaf,wban,stationName,country,fipsCountry,state,callSign,lat,lon,elevation,begin,end
999999-03940,999999,03940,"JACKSON INTERNATIONAL AP",US,US,MS,KJAN,32.321,-90.078,100.9,19640101,19721231
999999-03943,999999,03943,"MINERAL WELLS FT WOLTERS AF",US,US,TX,,32.85,-98.05,253.9,19661003,19701218
999999-03944,999999,03944,"PALO PINTO DEMPSEY AF",US,US,TX,,32.783,-98.267,359.1,19680103,19701218
999999-03945,999999,03945,"COLUMBIA REGIONAL AIRPORT",US,US,MO,KCOU,38.817,-92.218,273.7,19691101,19721231
999999-03947,999999,03947,"KANSAS CITY INTERNATIONAL AIRPORT",US,US,MO,KMCI,39.297,-94.731,312.4,19721001,19721231
999999-03969,999999,03969,"STEPHENVILLE CLARK FIELD",US,US,TX,KSEP,32.215,-98.178,402.6,19831101,19831231
999999-04115,999999,04115,"BOISE",US,US,ID,,43.617,-116.2,83.5,18981201,19330101
999999-04116,999999,04116,"SALT LAKE CITY MUNI 2 ARPT",US,US,UT,KU42,40.619,-111.993,1403.0,,
999999-04124,999999,04124,"POCATELLO REGIONAL",US,US,ID,,42.867,-112.483,136.7,19350704,19380905
999999-04125,999999,04125,"JOHN DAY 35 WNW",US,US,OR,84DA,44.556,-119.646,684.3,20030330,20140313
999999-04126,999999,04126,"ARCO 17 SW",US,US,ID,D4A6,43.462,-113.556,1804.4,20030710,20140313
999999-04127,999999,04127,"MURPHY 10 W",US,US,ID,E13C,43.204,-116.751,1204.0,20030629,20140313
999999-04128,999999,04128,"RILEY 10 WSW",US,US,OR,F24A,43.471,-119.692,1398.1,20030703,20140313
999999-04130,999999,04130,"ST. MARY 1 SSW",US,US,MT,305A,48.741,-113.433,1388.4,20030925,20140313
999999-04131,999999,04131,"MOOSE 1 NNE",US,US,WY,B4B4,43.662,-110.712,1970.8,20040630,20140313
999999-04133,999999,04133,"HEBER CITY MUNI ARPT-RUSS MCDONALD FIELD",US,US,UT,K36U,40.482,-111.429,1718.2,20100412,20110228
999999-04134,999999,04134,"GRANITE PEAK DUGWAY PROVING GROUND",US,US,UT,KQCA,40.161,-113.351,1310.6,20060802,20140312
999999-04136,999999,04136,"SPOKANE 17 SSW",US,US,WA,4798,47.417,-117.526,691.0,20070801,20140313
999999-04137,999999,04137,"DILLON 18 WSW",US,US,MT,54EE,45.158,-113.006,1820.0,20070728,20140313
999999-04138,999999,04138,"BRIGHAM CITY 28 WNW",US,US,UT,8286,41.616,-112.544,1509.1,20070819,20140313
999999-04139,999999,04139,"DENIO 52 WSW",US,US,NV,3560,41.848,-119.636,1981.2,20080616,20140313
999999-04140,999999,04140,"LEWISTOWN 42 WSW",US,US,MT,B71C,46.885,-110.29,1545.3,20080727,20140313
999999-04141,999999,04141,"COOS BAY 8 SW",US,US,OR,A46A,43.272,-124.319,3.7,20080808,20140313
999999-04143,999999,04143,"PROVO 22 E",US,US,UT,C04E,40.282,-111.24,0.0,20100731,20140313
999999-04202,999999,04202,"PORTLAND COLUMBIA AP",US,US,,,45.595,-121.178,9.1,19360501,19401014
999999-04203,999999,04203,"PORTLAND SWAN ISLAND AP",US,US,,,45.524,-122.675,1.5,19401216,19420306
999999-04204,999999,04204,"SHELTER COVE AIRPORT",US,US,CA,K0Q5,40.033,-124.068,21.0,,
999999-04220,999999,04220,"YAKIMA CITY WBO",US,US,WA,,46.6,-120.5,34.6,19380611,19460901
999999-04222,999999,04222,"REDDING 12 WNW",US,US,CA,745E,40.651,-122.607,432.2,20030326,20140313
999999-04223,999999,04223,"DARRINGTON 21 NNE",US,US,WA,97AC,48.541,-121.446,124.1,20030403,20140313
999999-04236,999999,04236,"CORVALLIS 10 SSW",US,US,OR,8414,44.419,-123.326,95.1,20060914,20140313
999999-04237,999999,04237,"QUINAULT 4 NE",US,US,WA,7490,47.514,-123.812,87.2,20060909,20140313
999999-04725,999999,04725,"BINGHAMTON BROOME COUNTY ARPT",US,US,NY,KBGM,42.207,-75.98,499.3,19480101,19721231
999999-04726,999999,04726,"JOHNSTOWN CAMBRIA COUNTY AP",US,US,PA,KJST,40.316,-78.834,696.2,19480926,19510701
999999-04727,999999,04727,"GENEVA SAMPSON AFB",US,US,NY,,42.75,-76.9,187.1,19520102,19560624
999999-04728,999999,04728,"NIAGARA FALLS",US,US,NY,E4C8,37.864,-103.823,1336.9,19520301,19540121
999999-04739,999999,04739,"BELMAR ASC",US,US,NJ,KBLM,40.183,-74.067,25.9,19550101,19710801
999999-04741,999999,04741,"SCHENECTADY",US,US,NY,KSCH,42.85,-73.95,115.2,19500101,19771201
999999-04751,999999,04751,"BRADFORD REGIONAL AP",US,US,PA,KBFD,41.8,-78.633,655.3,19570701,19721231
999999-04769,999999,04769,"MAYNARD",US,US,MA,,42.417,-71.483,63.1,19581001,19710801
999999-04780,999999,04780,"FITCHBURG MUNICIPAL AP",US,US,MA,KFIT,42.552,-71.756,106.1,19550101,19591231
999999-04782,999999,04782,"SCHENECTADY",US,US,NY,,42.833,-73.917,67.1,19611005,19620809
999999-04783,999999,04783,"BELMAR MONMOUTH AAF",US,US,NJ,BLM,40.183,-74.117,50.0,19630101,19631129
999999-04854,999999,04854,"GAYLORD OTSEGO COUNTY AP",US,US,MI,KGLR,45.013,-84.701,404.8,19990901,20051231
999999-04861,999999,04861,"FORT SMITH",US,US,,,41.143,-85.152,25.4,19330501,19390801
999999-04990,999999,04990,"SIOUX FALLS 14 NNE",US,US,SD,11B8,43.735,-96.622,485.9,20020728,20140313
999999-04994,999999,04994,"GOODRIDGE 12 NNW",US,US,MN,21D6,48.306,-95.874,350.5,20030820,20140313
999999-11111,999999,11111,"STERLING FIELD SUPPORT CENTER (TEST DATA ONLY)",US,US,VA,KST1,38.956,-77.453,84.4,20090801,20090901
999999-12806,999999,12806,"TAMPA DREW FIELD AAF",US,US,FL,,27.983,-82.517,0.7,19360501,19370729
999999-12810,999999,12810,"MACDILL AAF",US,US,FL,KMCF,27.85,-82.517,4.3,19710101,19710101
999999-12815,999999,12815,"PINECASTLE AAF",US,US,FL,KMCO,28.434,-81.325,32.3,19710101,19710101
999999-12826,999999,12826,"HOMESTEAD AAF",US,US,FL,KHST,25.483,-80.383,2.1,19710101,19710101
999999-12827,999999,12827,"APALACHICOLA AAF",US,US,FL,,29.733,-85.033,0.6,,
999999-12832,999999,12832,"APALACHICOLA",US,US,FL,KAAF,29.733,-85.033,5.8,19480101,19490101
999999-12833,999999,12833,"CROSS CITY AIRPORT",US,US,FL,KCTY,29.633,-83.105,12.8,19490101,19550101
999999-12834,999999,12834,"DAYTONA BEACH REGIONAL ARPT",US,US,FL,KDAB,29.183,-81.048,12.5,19480101,19721231
999999-12835,999999,12835,"FORT MYERS PAGE FIELD",US,US,FL,KFMY,26.585,-81.861,5.5,19480101,19751231
999999-12836,999999,12836,"KEY WEST INTL ARPT",US,US,FL,KEYW,24.555,-81.752,6.4,19480101,19721231
999999-12838,999999,12838,"MELBOURNE REGIONAL AP",US,US,FL,KMLB,28.101,-80.644,8.2,19480101,19550101
999999-12839,999999,12839,"MIAMI INTL AP",US,US,FL,KMIA,25.791,-80.316,9.1,19480101,19721231
999999-12841,999999,12841,"ORLANDO MUNICIPAL ARPT",US,US,FL,KORL,28.545,-81.333,34.1,19500101,19721231
999999-12842,999999,12842,"TAMPA INTL ARPT",US,US,FL,KTPA,27.962,-82.54,3.4,19480101,19721231
999999-12843,999999,12843,"VERO BEACH MUNICIPAL ARPT",US,US,FL,KVRB,27.653,-80.243,8.5,19490114,19550101
999999-12844,999999,12844,"WEST PALM BEACH INTL ARPT",US,US,FL,KPBI,26.685,-80.099,6.4,19480101,19751231
999999-12846,999999,12846,"DAYTONA BEACH NAS",US,US,FL,,29.183,-81.067,18.9,19450201,19460201
999999-12847,999999,12847,"DELAND NAS",US,US,FL,,29.083,-81.417,32.0,19450301,19460101
999999-12848,999999,12848,"DINNER KEY NAF",US,US,FL,,25.733,-802.333,4.0,19450309,19450501
999999-12849,999999,12849,"FORT LAUDERDALE HOLLYWOOD INT",US,US,FL,KFLL,26.072,-80.154,3.4,19460101,19461011
999999-12850,999999,12850,"KEY WEST NAS",US,US,FL,KNQX,24.583,-81.683,7.3,19450301,19721231
999999-12851,999999,12851,"MELBOURNE NAS",US,US,FL,,28.1,-80.633,17.1,19450401,19460101
999999-12852,999999,12852,"MIAMI MCAS",US,US,FL,,25.917,-80.283,7.9,19460101,19580801
999999-12853,999999,12853,"RICHMOND NAS",US,US,FL,,25.617,-80.417,9.1,19450301,19451117
999999-12854,999999,12854,"SANFORD AIRPORT",US,US,FL,KSFB,28.78,-81.244,16.8,19450401,19680517
999999-12855,999999,12855,"VERO BEACH NAS",US,US,FL,,27.65,-80.417,15.8,19450201,19460401
999999-12858,999999,12858,"KEY WEST WB CITY",US,US,FL,,24.567,-81.8,7.9,18930101,19570701
999999-12859,999999,12859,"MIAMI WSO CITY",US,US,FL,,25.767,-80.2,0.8,19110603,19340101
999999-12863,999999,12863,"BURRWOOD WB",US,US,LA,,28.967,-89.383,4.0,19560801,19650201
999999-12881,999999,12881,"VALKARIA",US,US,FL,,27.95,-80.567,9.1,19620315,19670712
999999-12884,999999,12884,"BOOTHVILLE WSCMO CIT",US,US,LA,KBVE,29.333,-89.408,0.3,19650201,20140313
999999-12889,999999,12889,"BOMBING RANGE DETACHMENT ASTOR",US,US,FL,KNAE,29.143,-81.633,10.7,,
999999-12907,999999,12907,"LAREDO AFB",US,US,TX,KLRD,27.533,-99.467,154.8,19430101,20081123
999999-12910,999999,12910,"SAN MARCOS GARY AFB",US,US,TX,KRJO,29.883,-97.867,178.0,19510501,19560816
999999-12911,999999,12911,"RANDOLPH AFB",US,US,TX,KRND,29.533,-98.262,232.3,19710101,19710101
999999-12917,999999,12917,"PORT ARTHUR JEFFERSON COUNTY",US,US,TX,KBPT,29.951,-94.021,4.9,19480701,19721231
999999-12918,999999,12918,"HOUSTON WILLIAM P HOBBY AP",US,US,TX,KHOU,29.638,-95.282,14.3,19480701,19690601
999999-12922,999999,12922,"VICTORIA",US,US,TX,,28.783,-97.083,35.1,19480701,19610701
999999-12925,999999,12925,"BEEVILLE CHASE NAAS",US,US,TX,KNIR,28.367,-97.667,57.9,19450301,19721231
999999-12926,999999,12926,"CORPUS CHRISTI NAS",US,US,TX,KNGP,27.683,-97.283,5.8,19450301,19721231
999999-12927,999999,12927,"HOUMA NAS",US,US,LA,KHUM,29.566,-90.66,3.0,19450301,19450801
999999-12928,999999,12928,"KINGSVILLE",US,US,TX,KNQI,27.5,-97.817,17.7,19450301,19721231
999999-12930,999999,12930,"NEW ORLEANS AUDUBON",US,US,LA,KSIL,29.917,-90.13,7.6,18930101,19490101
999999-12931,999999,12931,"SAN ANTONIO BROOKS AFB",US,US,TX,BRX,29.35,-98.45,182.0,19490101,19600622
999999-12934,999999,12934,"BROWNSVILLE WBO",US,US,TX,,25.917,-97.467,1.2,19080729,19380101
999999-12935,999999,12935,"PALACIOS MUNICIPAL AP",US,US,TX,KPSX,28.725,-96.254,4.6,19560101,19590101
999999-12938,999999,12938,"SAN ANTONIO",US,US,TX,,29.45,-98.467,20.4,18930101,19340309
999999-12940,999999,12940,"CORPUS CHRISTI",US,US,TX,,27.8,-97.4,0.6,18930101,19390401
999999-12943,999999,12943,"PORT ARTHUR WB CITY",US,US,TX,,29.867,-93.933,1.0,,
999999-12944,999999,12944,"GALVESTON",US,US,TX,,29.3,-94.8,0.2,,
999999-12945,999999,12945,"DOWNTOWN",US,US,TX,HOST,29.767,-95.367,12.8,19090916,19310101
999999-12946,999999,12946,"CORPUS CHRISTI CABANISS NAAS",US,US,TX,KNGW,27.7,-97.433,9.1,19490201,20120926
999999-12947,999999,12947,"COTULLA FAA AP",US,US,TX,KCOT,28.457,-99.218,146.0,19491001,19550101
999999-12956,999999,12956,"MATAGORDA ISLAND AF",US,US,TX,,28.333,-96.45,2.1,19550808,19591224
999999-12957,999999,12957,"PORT ISABEL CAMERON COUNTY AP",US,US,TX,KPIL,26.166,-97.346,5.8,19571101,19610519
999999-12958,999999,12958,"NEW ORLEANS ALVIN CALLENDER F",US,US,LA,KNBG,29.817,-90.017,0.3,19580101,19721231
999999-12960,999999,12960,"HOUSTON INTERCONTINENTAL AP",US,US,TX,KIAH,29.98,-95.36,32.0,19690601,19721231
999999-12987,999999,12987,"EDINBURG 17 NNE",US,US,TX,8620,26.526,-98.063,19.5,20040219,20140313
999999-13025,999999,13025,"ROTA NAS",US,US,,LERT,36.65,-6.35,27.1,19581001,19721231
999999-13301,999999,13301,"CHILLICOTHE 22 ENE",US,US,MO,F770,39.867,-93.147,253.9,20050611,20140313
999999-13703,999999,13703,"RICHMOND BYRD AAB",US,US,VA,,37.5,-77.333,5.1,19420924,19460526
999999-13708,999999,13708,"NEW CASTLE AAB",US,US,DE,,39.683,-75.517,2.3,,
999999-13710,999999,13710,"WASHINGTON DC BOLLING FIELD A",US,US,MD,,38.833,-77.017,18.0,19370101,19680830
999999-13711,999999,13711,"LAURINBURG AAB",US,US,NC,,34.783,-79.383,63.1,19510715,19510902
999999-13713,999999,13713,"GOLDSBORO SEYMOUR JOHNSON AFB",US,US,NC,KGSB,35.344,-77.965,33.5,19710101,19710101
999999-13721,999999,13721,"PATUXENT RIVER NAS",US,US,MD,KNHK,38.3,-76.417,12.2,19710101,19721231
999999-13723,999999,13723,"GREENSBORO GREENSBORO-HIGH PO",US,US,NC,KGSO,36.097,-79.943,270.1,19660101,19721231
999999-13724,999999,13724,"ATLANTIC CITY WBO",US,US,NJ,ATLN,39.379,-74.424,3.4,19480101,20140201
999999-13725,999999,13725,"BALTIMORE",US,US,MD,,39.25,-76.533,13.1,19300217,19490101
999999-13726,999999,13726,"BLACKSTONE",US,US,VA,,37.067,-77.95,134.1,19490101,19590101
999999-13728,999999,13728,"DANVILLE FAA AP",US,US,VA,KDAN,36.573,-79.336,179.8,19490201,19550101
999999-13729,999999,13729,"ELKINS ELKINS-RANDOLPH CO ARP",US,US,WV,KEKN,38.885,-79.853,603.2,19480101,19721231
999999-13730,999999,13730,"FREDERICK",US,US,MD,KFDK,39.417,-77.383,92.4,19480101,19631031
999999-13731,999999,13731,"FRONT ROYAL",US,US,VA,,39.0,-78.233,207.9,19490101,19560208
999999-13732,999999,13732,"GORDONSVILLE FAA AP",US,US,VA,,38.067,-78.15,135.0,19490101,19610420
999999-13733,999999,13733,"LYNCHBURG MUNICIPAL ARPT",US,US,VA,KLYH,37.321,-79.207,285.9,19480101,19721231
999999-13734,999999,13734,"MARTINSBURG EASTERN WV REG AP",US,US,WV,KMRB,39.402,-77.984,162.8,19490101,19650101
999999-13735,999999,13735,"MILLVILLE MUNICIPAL AP",US,US,NJ,KMIV,39.367,-75.067,23.2,19490101,19611001
999999-13736,999999,13736,"MORGANTOWN MUNICIPAL AP",US,US,WV,KMGW,39.643,-79.916,381.9,19490201,19550101
999999-13737,999999,13737,"NORFOLK REGIONAL ARPT",US,US,VA,KORF,36.903,-76.192,9.1,19480101,19721231
999999-13738,999999,13738,"PETERSBURG",US,US,WV,,39.0,-79.117,307.8,19480101,19540501
999999-13739,999999,13739,"PHILADELPHIA INTERNATIONAL AP",US,US,PA,KPHL,39.868,-75.231,8.5,19410101,19721231
999999-13740,999999,13740,"RICHMOND INTL AP",US,US,VA,KRIC,37.505,-77.32,49.7,19480101,19721231
999999-13741,999999,13741,"ROANOKE WOODRUM ARPT",US,US,VA,KROA,37.317,-79.974,358.4,19480101,19721231
999999-13742,999999,13742,"URBANNA",US,US,VA,,37.633,-76.567,9.1,19480101,19510331
999999-13743,999999,13743,"WASHINGTON D C WASHNGTN-HOOVE",US,US,VA,KDCA,38.848,-77.034,19.8,19700101,19721231
999999-13744,999999,13744,"FLORENCE CITY COUNTY AP",US,US,SC,KFLO,34.185,-79.724,46.0,19480101,19650401
999999-13745,999999,13745,"HATTERAS",US,US,NC,,35.217,-75.683,3.0,18920701,19570301
999999-13746,999999,13746,"ROCKY MOUNT",US,US,NC,RMT,35.967,-77.8,25.9,19490101,19550101
999999-13747,999999,13747,"WARRENTON WB AP",US,US,NC,,36.417,-78.15,132.0,19480101,19480910
999999-13748,999999,13748,"WILMINGTON",US,US,NC,KILM,34.268,-77.9,11.6,19480101,19721231
999999-13749,999999,13749,"FREDERICK AF",US,US,MD,,39.433,-77.45,100.0,19490101,19550429
999999-13750,999999,13750,"NORFOLK NAS",US,US,VA,KNGU,36.95,-76.283,4.9,19450201,19721231
999999-13751,999999,13751,"ANACOSTIA NAS",US,US,MD,NDV,38.85,-77.033,15.8,19450301,19611031
999999-13752,999999,13752,"ANNAPOLIS NAF",US,US,MD,KNAK,38.983,-76.467,2.1,19450301,19620115
999999-13753,999999,13753,"ATLANTIC CITY NAS",US,US,NJ,,39.45,-74.583,20.1,19450201,19580616
999999-13754,999999,13754,"CHERRY POINT MCAS",US,US,NC,KNKT,34.9,-76.883,8.8,19450301,19721231
999999-13755,999999,13755,"CHINCOTEAGUE NAS",US,US,VA,K0W8,37.933,-75.433,14.9,19450301,19590316
999999-13756,999999,13756,"CAPE MAY NAS",US,US,NJ,KN91,38.95,-74.883,4.9,19450201,19460501
999999-13758,999999,13758,"CHARLESTON NAS",US,US,SC,KCLX,32.85,-79.933,2.1,19450301,19450807
999999-13759,999999,13759,"CREEDS NAAS",US,US,VA,,36.617,-76.017,11.0,19450301,19451015
999999-13760,999999,13760,"DAHLGREN WEAPONS LAB",US,US,VA,,38.333,-77.033,6.1,19450301,19591115
999999-13762,999999,13762,"FENTRESS NAAS",US,US,VA,KNFE,36.695,-76.136,4.9,19450301,19451227
999999-13763,999999,13763,"FRANKLIN NAAS",US,US,VA,KFKN,36.698,-76.903,12.5,19450301,19451231
999999-13766,999999,13766,"MANTEO NAAS",US,US,NC,KMQI,35.917,-75.7,4.3,19450301,19451231
999999-13769,999999,13769,"OCEANA NAS",US,US,VA,KNTU,36.817,-76.033,6.7,19450301,19721231
999999-13771,999999,13771,"PHILADELPHIA NAAS",US,US,PA,MUV,39.883,-75.167,6.1,19450201,19610929
999999-13773,999999,13773,"QUANTICO MCAS",US,US,VA,KNYG,38.5,-77.3,3.7,19450201,19721231
999999-13774,999999,13774,"WEEKSVILLE NAF",US,US,NC,,36.25,-76.133,7.0,19520501,19570628
999999-13775,999999,13775,"WILDWOOD NAS",US,US,NJ,,38.983,-74.917,17.1,19450201,19451208
999999-13776,999999,13776,"LUMBERTON MUNICIPAL AP",US,US,NC,KLBT,34.608,-79.059,38.4,19490101,19550101
999999-13777,999999,13777,"BALIMORE CUSTOM HOUSE",US,US,MD,0470,39.283,-76.617,5.8,,
999999-13778,999999,13778,"NORFOLK WBO",US,US,VA,,36.85,-76.283,1.7,18930101,19400701
999999-13779,999999,13779,"PHILADELPHIA",US,US,PA,,39.95,-75.15,3.5,18920701,19400701
999999-13780,999999,13780,"RICHMOND CHIMBORAZO",US,US,VA,,37.533,-77.417,5.2,18971001,19460501
999999-13781,999999,13781,"WILMINGTON DUPONT AP",US,US,DE,KILG,39.673,-75.601,24.4,19480101,19721231
999999-13782,999999,13782,"CUSTOM HOUSE (CITY OFC)",US,US,SC,CHLS,32.78,-79.932,3.7,18930101,20140201
999999-13784,999999,13784,"RALEIGH",US,US,NC,,35.783,-78.617,11.5,18930101,19331231
999999-13786,999999,13786,"ELIZABETH CITY MUNICIPAL AP",US,US,NC,KECG,36.261,-76.175,4.0,19710101,19710101
999999-13801,999999,13801,"GUNTER AAF",US,US,AL,,32.4,-86.25,6.7,19450101,19460101
999999-13806,999999,13806,"FORT CAMPBELL AAF",US,US,KY,KHOP,36.667,-87.483,174.7,19710101,19710101
999999-13812,999999,13812,"LOCKBOURNE",US,US,OH,KLCK,39.817,-82.933,226.8,19710101,19710101
999999-13815,999999,13815,"ALBANY NAVAL AIR STN",US,US,GA,,31.583,-84.117,66.1,19720101,19721231
999999-13822,999999,13822,"GREENVILLE DONALDSON AFB",US,US,SC,,34.767,-82.383,298.1,19490101,19630430
999999-13825,999999,13825,"COLUMBUS AAF",US,US,MS,KCBM,33.65,-88.45,66.8,19710101,19710101
999999-13829,999999,13829,"FORT BENNING LAWSON",US,US,GA,KLSF,32.35,-85.0,70.7,19710101,19710101
999999-13832,999999,13832,"GULFPORT AAF",US,US,MS,,30.367,-89.067,0.9,,
999999-13839,999999,13839,"DOTHAN REGIONAL AP",US,US,AL,KDHN,31.317,-85.45,107.6,20050101,20051231
999999-13853,999999,13853,"SAVANNAH CHATHAM FIELD AAF",US,US,GA,,32.133,-81.2,15.8,19490520,19501001
999999-13855,999999,13855,"TULLAHOMA AEDC SITE",US,US,TN,,35.383,-86.233,328.9,19630101,19690801
999999-13864,999999,13864,"MARIETTA DOBBINS AAF",US,US,GA,KMGE,33.917,-84.517,325.5,19710101,19710101
999999-13865,999999,13865,"MERIDIAN KEY FIELD",US,US,MS,KMEI,32.335,-88.744,94.5,19480701,19721231
999999-13866,999999,13866,"CHARLESTON KANAWHA ARPT",US,US,WV,KCRW,38.379,-81.59,299.3,19490201,19721231
999999-13867,999999,13867,"PARKERSBURG WSO",US,US,WV,PKB,39.267,-81.567,187.5,19480101,19550101
999999-13868,999999,13868,"PULASKI",US,US,VA,KPSK,37.133,-80.683,641.6,19490101,19550101
999999-13869,999999,13869,"ALBANY MUNICIPAL AP",US,US,GA,KABY,31.536,-84.194,58.8,19480101,19550101
999999-13870,999999,13870,"ALMA BACON COUNTY AP",US,US,GA,KAMG,31.536,-82.507,62.8,19490101,19590101
999999-13871,999999,13871,"ANNISTON CALHOUN CO AP",US,US,AL,KANB,33.587,-85.856,182.9,19480101,19550501
999999-13872,999999,13872,"ASHEVILLE",US,US,NC,,35.6,-82.533,68.6,19020810,19480101
999999-13873,999999,13873,"ATHENS MUNICIPAL ARPT",US,US,GA,KAHN,33.948,-83.328,244.4,19550901,19721231
999999-13874,999999,13874,"ATLANTA HARTSFIELD INTL AP",US,US,GA,KATL,33.63,-84.442,312.7,19450101,19721231
999999-13875,999999,13875,"AUGUSTA DANIEL FIELD",US,US,GA,,33.467,-82.033,12.8,19340220,19480701
999999-13876,999999,13876,"BIRMINGHAM MUNICIPAL AP",US,US,AL,KBHM,33.566,-86.745,192.0,19480101,19721231
999999-13877,999999,13877,"BRISTOL TRI CITY AIRPORT",US,US,TN,KTRI,36.473,-82.404,464.8,19480101,19721231
999999-13878,999999,13878,"BRUNSWICK MALCOLM MCKINNON AP",US,US,GA,KSSI,31.152,-81.391,7.3,19481201,19550101
999999-13880,999999,13880,"CHARLESTON",US,US,SC,KCHS,32.899,-80.04,14.6,19710101,19721231
999999-13881,999999,13881,"CHARLOTTE DOUGLAS MUNICIPAL A",US,US,NC,KCLT,35.224,-80.955,234.4,19480101,19721231
999999-13882,999999,13882,"CHATTANOOGA LOVELL FIELD AP",US,US,TN,KCHA,35.031,-85.201,209.7,19480101,19721231
999999-13883,999999,13883,"COLUMBIA METRO ARPT",US,US,SC,KCAE,33.942,-81.118,68.6,19480101,19721231
999999-13884,999999,13884,"CRESTVIEW BOB SIKES AP",US,US,FL,KCEW,30.78,-86.523,56.4,19480101,19550101
999999-13885,999999,13885,"EVERGREEN INTERMEDIATE FLD",US,US,AL,EVR,31.417,-87.033,78.0,19491201,19550101
999999-13889,999999,13889,"JACKSONVILLE IMESON",US,US,FL,KJAX,30.495,-81.694,9.8,19660101,19721231
999999-13891,999999,13891,"KNOXVILLE MCGHEE TYSON AP",US,US,TN,KTYS,35.818,-83.986,298.7,19650101,19721231
999999-13892,999999,13892,"MACON WB AIRPORT",US,US,GA,KMAC,32.833,-83.567,14.1,19380201,19480701
999999-13893,999999,13893,"MEMPHIS MUNICIPAL ARPT",US,US,TN,KMEM,35.056,-89.987,101.2,19480101,19721231
999999-13894,999999,13894,"MOBILE REGIONAL AP",US,US,AL,KMOB,30.688,-88.246,67.4,19480101,19721231
999999-13895,999999,13895,"MONTGOMERY DANNELLY FIELD",US,US,AL,KMGM,32.3,-86.408,61.6,19480101,19721231
999999-13896,999999,13896,"MUSCLE SHOALS REGIONAL AP",US,US,AL,KMSL,34.744,-87.6,171.3,19481201,19550101
999999-13897,999999,13897,"NASHVILLE BERRY FIELD",US,US,TN,KBNA,36.119,-86.689,184.4,19480101,19721231
999999-13899,999999,13899,"PENSACOLA REGIONAL AP",US,US,FL,KPNS,30.478,-87.187,36.0,19481231,19721231
999999-13902,999999,13902,"ALTUS AAF",US,US,OK,KLTS,34.65,-99.267,421.2,19710101,19710101
999999-13904,999999,13904,"AUSTIN BERGSTROM AFB",US,US,TX,KAUS,30.183,-97.68,150.9,19490101,19710101
999999-13905,999999,13905,"BRYAN AFB",US,US,TX,,30.667,-96.55,84.1,19480701,19580612
999999-13907,999999,13907,"DALLAS HENSLEY FIELD AFB",US,US,TX,,32.75,-96.967,149.0,19490101,19520421
999999-13910,999999,13910,"ABILENE DYESS AAF",US,US,TX,KDYS,32.433,-99.85,545.3,19710101,19710101
999999-13919,999999,13919,"OKLAHOMA CITY TINKER AAF",US,US,OK,KTIK,35.417,-97.383,393.5,19710101,19710101
999999-13920,999999,13920,"FORBES FIELD AAF",US,US,KS,KFOE,38.95,-95.664,328.9,19710101,19710101
999999-13928,999999,13928,"WACO JAMES CONNALLY AFB",US,US,TX,,31.633,-97.067,153.0,19490101,19680831
999999-13930,999999,13930,"WHITEMAN AAF",US,US,MO,KSZL,38.717,-93.55,265.5,19710101,19710101
999999-13935,999999,13935,"ESLER FIELD AAF",US,US,LA,KESF,31.393,-92.296,36.0,19600201,19721231
999999-13941,999999,13941,"LAKE CHARLES WB AIRP",US,US,LA,KCWF,30.21,-93.143,5.2,19480701,19630401
999999-13942,999999,13942,"MONROE SELMAN FIELD",US,US,LA,KMLU,32.516,-92.041,24.7,19560101,19590101
999999-13944,999999,13944,"BARKSDALE AFB",US,US,LA,KBAD,32.5,-93.667,50.6,19710101,19710101
999999-13945,999999,13945,"FORT SILL POST FIELD AF",US,US,OK,KFSI,34.65,-98.4,362.1,19710101,19710101
999999-13956,999999,13956,"JACKSON 4 NW",US,US,MS,,32.333,-90.233,98.1,19080222,19630708
999999-13957,999999,13957,"SHREVEPORT REGIONAL ARPT",US,US,LA,KSHV,32.447,-93.824,78.9,19480701,19721231
999999-13958,999999,13958,"AUSTIN MUELLER MUNICIPAL AP",US,US,TX,KATT,30.321,-97.76,200.6,19480701,19721231
999999-13959,999999,13959,"WACO RICH FIELD",US,US,TX,KACT,31.619,-97.228,154.8,19690101,19721231
999999-13961,999999,13961,"FORT WORTH MEACHAM",US,US,TX,KFTW,32.819,-97.361,215.2,,
999999-13963,999999,13963,"LITTLE ROCK ADAMS FIELD",US,US,AR,KLIT,34.727,-92.239,78.3,19480701,19741231
999999-13965,999999,13965,"ARDMORE INTERMEDIATE FLD",US,US,OK,,34.3,-97.15,264.0,19480701,19550101
999999-13966,999999,13966,"WICHITA FALLS MUNICIPAL ARPT",US,US,TX,KSPS,33.979,-98.493,313.9,19650101,19721231
999999-13967,999999,13967,"OKLAHOMA CITY WILL ROGERS FIE",US,US,OK,KOKC,35.389,-97.601,397.5,19650101,19721231
999999-13970,999999,13970,"BATON ROUGE RYAN ARPT",US,US,LA,KBTR,30.537,-91.147,23.2,19480701,19721231
999999-13971,999999,13971,"HARRISON FAA AP",US,US,AR,KHRO,36.267,-93.157,422.1,19670101,19690101
999999-13972,999999,13972,"TYLER POUNDS FIELD",US,US,TX,KTYR,32.354,-95.403,167.9,19480701,19550101
999999-13973,999999,13973,"JUNCTION",US,US,TX,KJCT,30.511,-99.766,533.1,19480701,19690131
999999-13976,999999,13976,"LAFAYETTE REGIONAL AP",US,US,LA,KLFT,30.205,-91.988,12.8,19560101,19590101
